,identificador,fecha_prestamo,estado_prestamo,riesgo_prestamo,clasificacion_estado_prestamo,duracion_prestamo_meses,grado,sub_grado,grado_codificado,sub_grado_codificado,estado_verificacion,estado_verificacion_imputado,estado_verificacion_binario,estado_direccion,regiones_direccion,prestamo_aceptado_EUR,interes_prestamo,pago_mensual_EUR,pago_efectuado_EUR,interes_prestamo_imputado,duracion_prestamo_meses_imputado,pago_mensual_imputado_EUR,pago_efectuado_imputado_EUR,prestamo_aceptado_USD,pago_mensual_USD,pago_efectuado_USD,pago_mensual_imputado_USD,pago_efectuado_imputado_USD,prestamo_aceptado_USD_imputado,pago_mensual_USD_imputado,pago_efectuado_USD_imputado,pago_mensual_imputado_USD_imputado,pago_efectuado_imputado_USD_imputado
8604,65293380,12,Current,Bajo,Positivo,36,B,B1,1,5,Source Verified,Source Verified,Positivo,CA,west,14000,8.380389045,441.17,434.65,8.380389045,36,441.17,434.65,15307.57332,482.3744372,475.2454816,482.3744372,475.2454816,15307.57332,482.3744372,475.2454816,482.3744372,475.2454816
8605,65294729,0,Current,Bajo,Positivo,36,B,B2,1,6,Verified,Verified,Positivo,WA,west,8000,9.172334439,255.04,501.93,9.172334439,36,255.04,501.93,,,,,,9678.902626,308.5634157,607.2664494,308.5634157,607.2664494
8606,65303047,11,Current,Bajo,Positivo,36,B,B5,1,9,Source Verified,Source Verified,Positivo,NY,east,7000,11.49037402,230.8,457.13,11.49037402,36,230.8,457.13,7408.112645,244.2560569,483.7815048,244.2560569,483.7815048,7408.112645,244.2560569,483.7815048,244.2560569,483.7815048
8607,65303967,11,No especificado,No especificado,Negativo,60,C,C5,2,14,Not Verified,Not Verified,Negativo,MI,midwest,14000,14.33,328.16,317.01,14.33,60,328.1556438,317.01,14816.22529,347.2923208,335.4922557,347.2877106,335.4922557,14816.22529,347.2923208,335.4922557,347.2877106,335.4922557
8608,65304079,11,Current,Bajo,Positivo,60,B,B2,1,6,Source Verified,Source Verified,Positivo,CA,west,15000,9.170769901,312.62,304.98,9.170769901,60,312.62,304.98,15874.5271,330.8463107,322.7608849,330.8463107,322.7608849,15874.5271,330.8463107,322.7608849,330.8463107,322.7608849
8609,65304811,12,Issued,Bajo,Positivo,36,D,D1,3,15,Source Verified,Source Verified,Positivo,NM,west,6000,15.41045369,209.2,0,15.41045369,36,209.2,0,6560.388565,228.7388813,0,228.7388813,0,6560.388565,228.7388813,0,228.7388813,0
8610,65305085,11,Current,Bajo,Positivo,36,B,B4,1,8,Source Verified,Source Verified,Positivo,CO,west,4800,10.9930304,157.13,311.33,10.9930304,36,157.13,311.33,5079.848671,166.2909628,329.4811014,166.2909628,329.4811014,5079.848671,166.2909628,329.4811014,166.2909628,329.4811014
8611,65305177,11,Current,Bajo,Positivo,36,B,B4,1,8,Source Verified,Source Verified,Positivo,IN,midwest,8625,10.99230352,282.34,,10.99230352,36,282.34,1746.0718,9127.853081,298.800932,,298.800932,1847.87094,9127.853081,298.800932,,298.800932,1847.87094
8612,65305258,11,Fully Paid,Bajo,Positivo,36,C,C1,2,10,Not Verified,Not Verified,Negativo,MO,midwest,18000,12.05028771,598.29,,12.05028771,36,598.29,4387.4266,19049.43252,633.1713878,,633.1713878,4643.221496,19049.43252,633.1713878,,633.1713878,4643.221496
8613,65305278,12,Current,Bajo,Positivo,36,D,D5,3,19,Verified,Verified,Positivo,CA,west,35000,16.99,1247.68,1214.64,16.99,36,1247.671281,1214.64,38268.9333,1364.210934,1328.085061,1364.201401,1328.085061,38268.9333,1364.210934,1328.085061,1364.201401,1328.085061
8614,65313438,11,Current,Bajo,Positivo,36,A,A5,0,4,Verified,Verified,Positivo,IL,midwest,9500,7.261593527,294.47,286.81,7.261593527,36,294.47,286.81,10053.86716,311.6381329,303.5315411,311.6381329,303.5315411,10053.86716,311.6381329,303.5315411,311.6381329,303.5315411
8615,65313458,11,Current,Bajo,Positivo,36,D,D5,3,19,Source Verified,Source Verified,Positivo,NY,east,8000,15.41,278.94,551.03,15.41,36,278.93155,551.03,8466.414452,295.2027059,583.1560444,295.1937632,583.1560444,8466.414452,295.2027059,583.1560444,295.1937632,583.1560444
8616,65314060,11,Current,Bajo,Positivo,60,C,C5,2,14,Not Verified,Not Verified,Negativo,IL,midwest,25000,14.33,586,1152.1,14.33,60,585.992221,1152.1,26457.54516,620.1648586,1219.269511,620.1566261,1219.269511,26457.54516,620.1648586,1219.269511,620.1566261,1219.269511
8617,65314150,11,No especificado,No especificado,Negativo,60,C,C5,2,14,Source Verified,Source Verified,Positivo,LA,south,34000,14.33,796.95,1566.83,14.33,60,796.9494206,1566.83,35982.26142,843.4136247,1658.179019,843.4130114,1658.179019,35982.26142,843.4136247,1658.179019,843.4130114,1658.179019
8618,65322671,11,Current,Bajo,Positivo,36,C,C4,2,13,Verified,Verified,Positivo,WI,midwest,4200,13.67,142.88,282.57,13.67,36,142.8737976,282.57,4444.867587,151.2101621,299.0443414,151.2035981,299.0443414,4444.867587,151.2101621,299.0443414,151.2035981,299.0443414
8619,65323202,11,No especificado,No especificado,Negativo,36,E,E5,4,24,Source Verified,Source Verified,Positivo,AL,south,4200,20.99,158.22,311.54,20.99,36,158.2137192,311.54,4444.867587,167.4445118,329.7033448,167.4378649,329.7033448,4444.867587,167.4445118,329.7033448,167.4378649,329.7033448
8620,65323305,11,Current,Bajo,Positivo,,C,C2,2,11,Source Verified,Source Verified,Positivo,NM,west,1450,,48.58,96.15,28.99,60,46.0168844,96.15,1534.537619,51.41230176,101.7557187,48.69975189,101.7557187,1534.537619,51.41230176,101.7557187,48.69975189,101.7557187
8621,65323341,11,Current,Bajo,Positivo,60,D,D2,3,16,Verified,Verified,Positivo,VA,south,10550,16.55,259.65,509.6,16.55,60,259.6487413,509.6,11165.08406,274.788064,539.3106006,274.786732,539.3106006,11165.08406,274.788064,539.3106006,274.786732,539.3106006
8622,65323462,11,Current,Bajo,Positivo,36,B,B2,1,6,Not Verified,Not Verified,Negativo,NJ,east,12000,9.170546605,382.55,376.44,9.170546605,36,382.55,376.44,12699.62168,404.8533561,398.387132,404.8533561,398.387132,12699.62168,404.8533561,398.387132,404.8533561,398.387132
8623,65323847,11,Current,Bajo,Positivo,60,D,D5,3,19,Source Verified,Source Verified,Positivo,OH,midwest,30000,17.86,759.52,1489.27,17.86,60,759.5198759,1489.27,31749.05419,803.801388,1576.097131,803.8012568,1576.097131,31749.05419,803.801388,1576.097131,803.8012568,1576.097131
8624,65324267,11,Current,Bajo,Positivo,36,A,A1,0,0,Source Verified,Source Verified,Positivo,CA,west,13000,5.321339832,391.5,779.16,5.321339832,36,391.5,779.16,13757.92348,414.3251572,824.5864355,414.3251572,824.5864355,13757.92348,414.3251572,824.5864355,414.3251572,824.5864355
8625,65324674,11,Current,Bajo,Positivo,36,A,A4,0,3,Verified,Verified,Positivo,TX,south,4000,7.26302906,123.99,246.37,7.26302906,36,123.99,246.37,4233.207226,131.218841,260.7338161,131.218841,260.7338161,4233.207226,131.218841,260.7338161,131.218841,260.7338161
8626,65332148,11,Current,Bajo,Positivo,60,C,C3,2,12,Verified,Verified,Positivo,GA,south,24000,13.18,548.29,1079.01,13.18,60,548.2877502,1079.01,25399.24335,580.2562975,1141.918232,580.2539165,1141.918232,25399.24335,580.2562975,1141.918232,580.2539165,1141.918232
8627,65332713,11,Current,Bajo,Positivo,36,B,B5,1,9,Source Verified,Source Verified,Positivo,GA,south,20000,10.99003868,654.68,1297.15,10.99003868,36,654.68,1297.15,21166.03613,692.8490266,1372.776188,692.8490266,1372.776188,21166.03613,692.8490266,1372.776188,692.8490266,1372.776188
8628,65332738,11,Current,Bajo,Positivo,60,B,B4,1,8,Not Verified,Not Verified,Negativo,NY,east,10000,10.99113043,217.38,528.65,10.99113043,60,217.38,528.65,10583.01806,230.0536467,559.47125,230.0536467,559.47125,10583.01806,230.0536467,559.47125,230.0536467,559.47125
8629,65332908,11,Current,Bajo,Positivo,36,E,E1,4,20,Source Verified,Source Verified,Positivo,TX,south,3600,18.20547533,130.52,,18.20547533,36,130.52,927.8277667,3809.886503,138.1295518,,138.1295518,981.9218015,3809.886503,138.1295518,,138.1295518,981.9218015
8630,65333697,11,Current,Bajo,Positivo,36,B,B2,1,6,Source Verified,Source Verified,Positivo,IL,midwest,13000,9.170684132,414.43,822.24,9.170684132,36,414.43,822.24,13757.92348,438.5920176,870.1780773,438.5920176,870.1780773,13757.92348,438.5920176,870.1780773,438.5920176,870.1780773
8631,65333772,11,Current,Bajo,Positivo,36,A,A1,0,0,Not Verified,Not Verified,Negativo,FL,south,25000,,,1498.35,28.99,36,1047.506901,1498.35,26457.54516,,1585.706512,1108.578446,1585.706512,26457.54516,,1585.706512,1108.578446,1585.706512
8632,65333796,12,Current,Bajo,Positivo,36,B,B4,1,8,Verified,Verified,Positivo,MD,south,18000,10.99097726,589.22,578.23,10.99097726,36,589.22,578.23,19681.1657,644.2520251,632.23558,644.2520251,632.23558,19681.1657,644.2520251,632.23558,644.2520251,632.23558
8633,65334065,11,Current,Bajo,Positivo,36,A,A2,0,1,Not Verified,Not Verified,Negativo,IL,midwest,18000,6.24068422,549.56,533.96,6.24068422,36,549.56,533.96,19049.43252,581.6003408,565.0908326,581.6003408,565.0908326,19049.43252,581.6003408,565.0908326,581.6003408,565.0908326
8634,65334459,11,No especificado,No especificado,Negativo,60,E,E1,4,20,Source Verified,Source Verified,Positivo,NY,east,20700,18.20011566,527.9,1034.87,18.20011566,60,527.9,1034.87,21906.84739,558.6775236,1095.20479,558.6775236,1095.20479,21906.84739,558.6775236,1095.20479,558.6775236,1095.20479
8635,65334518,11,Current,Bajo,Positivo,36,D,D5,3,19,Verified,Verified,Positivo,KY,south,31125,15.41,1085.22,1970.58,15.41,36,1085.218062,1970.58,32939.64373,1148.490286,2085.468374,1148.488235,2085.468374,32939.64373,1148.490286,2085.468374,1148.488235,2085.468374
8636,65334562,11,Current,Bajo,Positivo,36,C,C2,2,11,Not Verified,Not Verified,Negativo,TN,south,4500,12.59201658,150.74,298.33,12.59201658,36,150.74,298.33,4762.358129,159.5284143,315.7231779,159.5284143,315.7231779,4762.358129,159.5284143,315.7231779,159.5284143,315.7231779
8637,65334568,11,Current,Bajo,Positivo,36,A,A4,0,3,Not Verified,Not Verified,Negativo,FL,south,16000,7.260301533,495.94,479.81,7.260301533,36,495.94,479.81,16932.8289,524.8541979,507.7837898,524.8541979,507.7837898,16932.8289,524.8541979,507.7837898,524.8541979,507.7837898
8638,65342754,0,Current,Bajo,Positivo,36,D,D2,3,16,Verified,Verified,Positivo,AL,south,3600,16.55,127.55,124.24,16.55,36,127.5450202,124.24,,,,,,4355.506182,154.3180037,150.3133578,154.3119789,150.3133578
8639,65342764,11,Current,Bajo,Positivo,36,B,B4,1,8,Verified,Verified,Positivo,TX,south,2800,10.9936589,91.66,181.61,10.9936589,36,91.66,181.61,2963.245058,97.00394358,192.1981911,97.00394358,192.1981911,2963.245058,97.00394358,192.1981911,97.00394358,192.1981911
8640,65343217,11,Current,Bajo,Positivo,36,C,C3,2,12,Not Verified,Not Verified,Negativo,CA,west,15000,13.18,506.72,,13.18,36,506.7107488,2114.858891,15874.5271,536.2626914,,536.2529008,2238.158985,15874.5271,536.2626914,,536.2529008,2238.158985
8641,65344064,11,Current,Bajo,Positivo,60,B,B2,1,6,Verified,Verified,Positivo,ENE,RNE,28000,9.170231533,583.55,555.02,9.170231533,60,583.55,555.02,29632.45058,617.5720192,587.3786686,617.5720192,587.3786686,29632.45058,617.5720192,587.3786686,617.5720192,587.3786686
8642,65344328,11,No especificado,No especificado,Negativo,36,B,B5,1,9,Not Verified,Not Verified,Negativo,AZ,west,15500,11.49076164,511.06,535.79,11.49076164,36,511.06,535.79,16403.678,540.8557212,567.0275249,540.8557212,567.0275249,16403.678,540.8557212,567.0275249,540.8557212,567.0275249
8643,65344709,0,Current,Bajo,Positivo,60,D,D4,3,18,Source Verified,Source Verified,Positivo,MN,midwest,24200,17.57,608.88,573.45,17.57,60,608.8741528,573.45,,,,,,29278.68044,736.6612789,693.7958389,736.6542046,693.7958389
8644,65352488,11,Current,Bajo,Positivo,36,C,C3,2,12,Source Verified,Source Verified,Positivo,VA,south,12000,13.18,405.37,801.95,13.18,36,405.3685991,801.95,12699.62168,429.0038033,848.7051337,429.0023207,848.7051337,12699.62168,429.0038033,848.7051337,429.0023207,848.7051337
8645,65353532,11,Current,Bajo,Positivo,60,C,C1,2,10,No especificado,Not Verified,Negativo,NE,midwest,25000,12.05054863,556.75,632.05,12.05054863,60,556.75,632.05,26457.54516,589.2095307,668.8996568,589.2095307,668.8996568,26457.54516,589.2095307,668.8996568,589.2095307,668.8996568
8646,65353841,11,Current,Bajo,Positivo,60,A,A5,0,4,Not Verified,Not Verified,Negativo,CO,west,21000,7.890038837,424.7,830.99,7.890038837,60,424.7,830.99,22224.33794,449.4607772,879.4382181,449.4607772,879.4382181,22224.33794,449.4607772,879.4382181,449.4607772,879.4382181
8647,65354278,11,Current,Bajo,Positivo,60,D,D4,3,18,Verified,Verified,Positivo,CA,west,35000,17.57,880.61,812.28,17.57,60,880.6031136,812.28,37040.56323,931.9511538,859.6373913,931.9438659,859.6373913,37040.56323,931.9511538,859.6373913,931.9438659,859.6373913
8648,65354300,11,Current,Bajo,Positivo,36,B,B5,1,9,Source Verified,Source Verified,Positivo,CA,west,12000,11.49087469,395.66,783.66,11.49087469,36,395.66,783.66,12699.62168,418.7276927,829.3487936,418.7276927,829.3487936,12699.62168,418.7276927,829.3487936,418.7276927,829.3487936
8649,65354709,11,Current,Bajo,Positivo,36,A,A2,0,1,Source Verified,Source Verified,Positivo,DC,south,8000,6.24099008,244.25,485.73,6.24099008,36,244.25,485.73,8466.414452,258.4902162,514.0489364,258.4902162,514.0489364,8466.414452,258.4902162,514.0489364,258.4902162,514.0489364
8650,65354786,11,Current,Bajo,Positivo,36,B,B3,1,7,Not Verified,Not Verified,Negativo,NY,east,8000,9.990016072,258.1,511.76,9.990016072,36,258.1,511.76,8466.414452,273.1476962,541.5965325,273.1476962,541.5965325,8466.414452,273.1476962,541.5965325,273.1476962,541.5965325
8651,65354835,11,Current,Bajo,Positivo,36,A,A1,0,0,Not Verified,Not Verified,Negativo,PA,east,12000,5.320485705,361.38,0,5.320485705,36,361.38,0,12699.62168,382.4491068,0,382.4491068,0,12699.62168,382.4491068,0,382.4491068,0
8652,65362336,11,Current,Bajo,Positivo,36,D,D1,3,15,Not Verified,Not Verified,Negativo,FL,south,9775,15.41,340.82,685.82,15.41,36,340.8194876,685.82,10344.90016,360.6904217,725.8045449,360.6898794,725.8045449,10344.90016,360.6904217,725.8045449,360.6898794,725.8045449
8653,65362537,11,Current,Bajo,Positivo,60,C,C2,2,11,Source Verified,Source Verified,Positivo,FL,south,12000,12.59083529,270.53,524.27,12.59083529,60,270.53,524.27,12699.62168,286.3023877,554.8358881,286.3023877,554.8358881,12699.62168,286.3023877,554.8358881,286.3023877,554.8358881
8654,65362642,11,Current,Bajo,Positivo,36,C,C5,2,14,Verified,Verified,Positivo,NY,east,30000,14.33,1030.15,2036.42,14.33,36,1030.143797,2036.42,31749.05419,1090.209606,2155.146965,1090.203041,2155.146965,31749.05419,1090.209606,2155.146965,1090.203041,2155.146965
8655,65362706,11,Late (31-120 days),Alto,Negativo,60,C,C1,2,10,Source Verified,Source Verified,Positivo,MD,south,21000,12.05054863,467.67,453.61,12.05054863,60,467.67,453.61,22224.33794,494.9360058,480.0562824,494.9360058,480.0562824,22224.33794,494.9360058,480.0562824,494.9360058,480.0562824
8656,65363325,11,Current,Bajo,Positivo,60,C,C5,2,14,Source Verified,Source Verified,Positivo,UT,west,15000,14.33,351.6,691.26,14.33,60,351.5953326,691.26,15874.5271,372.0989151,731.5617067,372.0939756,731.5617067,15874.5271,372.0989151,731.5617067,372.0939756,731.5617067
8657,65363649,11,Current,Bajo,Positivo,60,G,G3,6,32,Verified,Verified,Positivo,CA,west,17700,27.88,549.83,1072.24,27.88,60,549.8233578,1072.24,18731.94197,581.8860822,1134.753529,581.8790527,1134.753529,18731.94197,581.8860822,1134.753529,581.8790527,1134.753529
8658,65363984,12,Current,Bajo,Positivo,36,B,B1,1,5,Source Verified,Source Verified,Positivo,CA,west,13500,8.381360648,425.42,419.14,8.381360648,36,425.42,419.14,14760.87427,465.1534172,458.2868772,465.1534172,458.2868772,14760.87427,465.1534172,458.2868772,465.1534172,458.2868772
8659,65372435,11,Current,Bajo,Positivo,36,B,B4,1,8,Verified,Verified,Positivo,AR,south,12000,10.99039065,392.81,418.45,10.99039065,36,392.81,418.45,12699.62168,415.7115326,442.8463909,415.7115326,442.8463909,12699.62168,415.7115326,442.8463909,415.7115326,442.8463909
8660,65373125,11,Current,Bajo,Positivo,36,B,B3,1,7,Source Verified,Source Verified,Positivo,CA,west,30000,9.990371094,967.88,984.53,9.990371094,36,967.88,984.53,31749.05419,1024.309152,1041.929878,1024.309152,1041.929878,31749.05419,1024.309152,1041.929878,1024.309152,1041.929878
8661,65373182,0,Current,Bajo,Positivo,60,C,C1,2,10,Not Verified,Not Verified,Negativo,WA,west,20000,12.05054863,445.4,864.02,12.05054863,60,445.4,864.02,,,,,,24197.25657,538.8729037,1045.345681,538.8729037,1045.345681
8662,65373356,0,Current,Bajo,Positivo,36,C,C1,2,10,Verified,Verified,Positivo,GA,south,35000,12.05018805,1163.34,1315.63,12.05018805,36,1163.34,1315.63,,,,,,42345.19899,1407.481823,1591.731833,1407.481823,1591.731833
8663,65373774,11,Current,Bajo,Positivo,60,B,B3,1,7,Not Verified,Not Verified,Negativo,SC,south,24000,9.990762968,509.82,993,9.990762968,60,509.82,993,25399.24335,539.543427,1050.893694,539.543427,1050.893694,25399.24335,539.543427,1050.893694,539.543427,1050.893694
8664,65374316,11,Current,Bajo,Positivo,36,C,C2,2,11,Not Verified,Not Verified,Negativo,MI,midwest,7200,12.5908592,241.18,472.29,12.5908592,36,241.18,472.29,7619.773006,255.2412297,499.8253602,255.2412297,499.8253602,7619.773006,255.2412297,499.8253602,255.2412297,499.8253602
8665,65374513,11,Current,Bajo,Positivo,60,B,B5,1,9,Verified,Verified,Positivo,CA,west,25000,8.180314693,509.07,1006.78,8.180314693,60,509.07,1006.78,26457.54516,538.7497006,1065.477093,538.7497006,1065.477093,26457.54516,538.7497006,1065.477093,538.7497006,1065.477093
8666,65374531,11,In Grace Period,Intermedio,Positivo,36,E,E1,4,20,Source Verified,Source Verified,Positivo,CA,west,4875,18.20309387,176.74,171.81,18.20309387,36,176.74,171.81,5159.221306,187.0442613,181.8268334,187.0442613,181.8268334,5159.221306,187.0442613,181.8268334,187.0442613,181.8268334
8667,65382122,11,No especificado,No especificado,Negativo,36,C,C4,2,13,Source Verified,Source Verified,Positivo,NY,east,25000,13.67,850.44,1662.91,13.67,36,850.4392713,1662.91,26457.54516,900.0221883,1759.860657,900.0214171,1759.860657,26457.54516,900.0221883,1759.860657,900.0214171,1759.860657
8668,65382858,0,Current,Bajo,Positivo,36,B,B1,1,5,Source Verified,Source Verified,Positivo,NY,east,4000,8.18114834,125.68,249.54,8.18114834,36,125.68,249.54,,,,,,4839.451313,152.0555603,301.9091702,152.0555603,301.9091702
8669,65383587,11,Current,Bajo,Positivo,36,C,C2,2,11,Verified,Verified,Positivo,PA,east,20000,12.59039625,669.94,1325.89,12.59039625,36,669.94,1325.89,21166.03613,708.9987122,1403.191782,708.9987122,1403.191782,21166.03613,708.9987122,1403.191782,708.9987122,1403.191782
8670,65384096,11,Current,Bajo,Positivo,36,C,C4,2,13,No especificado,Not Verified,Negativo,FL,south,3000,13.67,102.06,199.56,13.67,36,102.0527126,199.56,3174.905419,108.0102824,211.1947085,108.00257,211.1947085,3174.905419,108.0102824,211.1947085,108.00257,211.1947085
8671,65384476,11,Current,Bajo,Positivo,36,B,B5,1,9,Not Verified,Not Verified,Negativo,OH,midwest,10800,9.991002242,348.44,690.89,9.991002242,36,348.44,690.89,11429.65951,368.7546814,731.1701351,368.7546814,731.1701351,11429.65951,368.7546814,731.1701351,368.7546814,731.1701351
8672,65392120,11,Current,Bajo,Positivo,36,B,B2,1,6,No especificado,Not Verified,Negativo,NE,midwest,21000,9.170291198,669.46,1333.17,9.170291198,36,669.46,1333.17,22224.33794,708.4907273,1410.896219,708.4907273,1410.896219,22224.33794,708.4907273,1410.896219,708.4907273,1410.896219
8673,65392223,11,Current,Bajo,Positivo,36,B,B5,1,9,Verified,Verified,Positivo,NY,east,10000,11.49157562,329.72,646.67,11.49157562,36,329.72,646.67,10583.01806,348.9432716,684.3720292,348.9432716,684.3720292,10583.01806,348.9432716,684.3720292,348.9432716,684.3720292
8674,65393196,11,Current,Bajo,Positivo,36,B,B3,1,7,Not Verified,Not Verified,Negativo,NM,west,19100,9.990713104,616.22,595.02,9.990713104,36,616.22,595.02,20213.5645,652.1467392,629.7107409,652.1467392,629.7107409,20213.5645,652.1467392,629.7107409,652.1467392,629.7107409
8675,65393731,11,Current,Bajo,Positivo,,B,B4,1,8,Not Verified,Not Verified,Negativo,FL,south,20000,,434.75,857.29,28.99,60,634.715647,857.29,21166.03613,460.0967104,907.2715557,671.7207157,907.2715557,21166.03613,460.0967104,907.2715557,671.7207157,907.2715557
8676,65393826,11,Current,Bajo,Positivo,36,D,D4,3,18,Verified,Verified,Positivo,AZ,west,6425,17.57,230.9,237.46,17.57,36,230.8955618,237.46,6799.589106,244.3618871,251.304347,244.3571901,251.304347,6799.589106,244.3618871,251.304347,244.3571901,251.304347
8677,65394126,11,Current,Bajo,Positivo,36,B,B4,1,8,Source Verified,Source Verified,Positivo,IL,midwest,13000,10.99133826,425.55,409.68,10.99133826,36,425.55,409.68,13757.92348,450.3603337,433.5650841,450.3603337,433.5650841,13757.92348,450.3603337,433.5650841,450.3603337,433.5650841
8678,65394213,11,Current,Bajo,Positivo,60,E,E1,4,20,Verified,Verified,Positivo,AZ,west,35000,18.20040171,892.59,1714.4,18.20040171,60,892.59,1714.4,37040.56323,944.6296094,1814.352617,944.6296094,1814.352617,37040.56323,944.6296094,1814.352617,944.6296094,1814.352617
8679,65394380,12,Current,Bajo,Positivo,36,B,B5,1,9,Source Verified,Source Verified,Positivo,FL,south,20000,10.99003868,654.68,642.47,10.99003868,36,654.68,642.47,21867.96188,715.8258643,702.4754736,715.8258643,702.4754736,21867.96188,715.8258643,702.4754736,715.8258643,702.4754736
8680,65394716,11,Current,Bajo,Positivo,36,E,E3,4,22,Verified,Verified,Positivo,PA,east,3950,18.99,144.78,285.39,18.99,36,144.7713088,285.39,4180.292135,153.2209355,302.0287525,153.2117376,302.0287525,4180.292135,153.2209355,302.0287525,153.2117376,302.0287525
8681,65394747,11,Current,Bajo,Positivo,60,F,F3,5,27,Source Verified,Source Verified,Positivo,FL,south,25000,23.99,719.06,1404.8,23.99,60,719.0540434,1404.8,26457.54516,760.9824969,1486.702378,760.976193,1486.702378,26457.54516,760.9824969,1486.702378,760.976193,1486.702378
8682,65402115,11,Current,Bajo,Positivo,60,C,C3,2,12,Verified,Verified,Positivo,NC,south,24000,13.18,548.29,1079.01,13.18,60,548.2877502,1079.01,25399.24335,580.2562975,1141.918232,580.2539165,1141.918232,25399.24335,580.2562975,1141.918232,580.2539165,1141.918232
8683,65402202,11,Current,Bajo,Positivo,60,C,C4,2,13,Source Verified,Source Verified,Positivo,VA,south,14400,13.67,332.61,654.28,13.67,60,332.6043008,654.28,15239.54601,352.0017638,692.4257059,351.9957323,692.4257059,15239.54601,352.0017638,692.4257059,351.9957323,692.4257059
8684,65403529,11,No especificado,No especificado,Negativo,60,C,C4,2,13,Not Verified,Not Verified,Negativo,FL,south,25000,13.67,577.44,1116.91,13.67,60,577.4380221,1116.91,26457.54516,611.1057951,1182.027871,611.1037019,1182.027871,26457.54516,611.1057951,1182.027871,611.1037019,1182.027871
8685,65403660,11,Current,Bajo,Positivo,36,A,A4,0,3,Source Verified,Source Verified,Positivo,IL,midwest,12500,7.261501653,387.46,374.86,7.261501653,36,387.46,374.86,13228.77258,410.0496179,396.7150152,410.0496179,396.7150152,13228.77258,410.0496179,396.7150152,410.0496179,396.7150152
8686,65403713,11,Current,Bajo,Positivo,36,D,D5,3,19,Source Verified,Source Verified,Positivo,AK,west,7000,15.41,244.07,482.15,15.41,36,244.0651062,482.15,7408.112645,258.2997219,510.260216,258.2945428,510.260216,7408.112645,258.2997219,510.260216,258.2945428,510.260216
8687,65403727,11,Current,Bajo,Positivo,60,E,E2,4,21,No especificado,Not Verified,Negativo,CA,west,21000,18.49,538.88,1056.19,18.49,60,538.8755027,1056.19,22224.33794,570.2976775,1117.767785,570.292918,1117.767785,22224.33794,570.2976775,1117.767785,570.292918,1117.767785
8688,65404064,11,In Grace Period,Intermedio,Positivo,60,C,C3,2,12,Not Verified,Not Verified,Negativo,CA,west,17000,13.18109031,388.38,375.1,13.18109031,60,388.38,375.1,17991.13071,411.0232556,396.9690076,411.0232556,396.9690076,17991.13071,411.0232556,396.9690076,411.0232556,396.9690076
8689,65404741,11,Current,Bajo,Positivo,36,B,B5,1,9,Verified,Verified,Positivo,IL,midwest,10000,11.49157562,329.72,313.76,11.49157562,36,329.72,313.76,10583.01806,348.9432716,332.0527748,348.9432716,332.0527748,10583.01806,348.9432716,332.0527748,348.9432716,332.0527748
8690,65404876,11,Current,Bajo,Positivo,36,B,B2,1,6,Source Verified,Source Verified,Positivo,CA,west,7000,,,442.75,28.99,36,293.3019323,442.75,7408.112645,,468.5631248,310.4019648,468.5631248,7408.112645,,468.5631248,310.4019648,468.5631248
8691,65413223,11,Current,Bajo,Positivo,36,C,C3,2,12,Source Verified,Source Verified,Positivo,MN,midwest,4000,13.18,135.13,267.33,13.18,36,135.1228664,267.33,4233.207226,143.0083231,282.9158219,143.0007736,282.9158219,4233.207226,143.0083231,282.9158219,143.0007736,282.9158219
8692,65413434,11,Current,Bajo,Positivo,36,C,C5,2,14,Source Verified,Source Verified,Positivo,WV,south,3600,14.33,123.62,244.37,14.33,36,123.6172556,244.37,3809.886503,130.8272693,258.6172124,130.8243649,258.6172124,3809.886503,130.8272693,258.6172124,130.8243649,258.6172124
8693,65413463,11,Current,Bajo,Positivo,60,C,C4,2,13,Source Verified,Source Verified,Positivo,ENE,RNE,30000,13.67,692.93,692.93,13.67,60,692.9256266,692.93,31749.05419,733.3290707,733.3290707,733.3244423,733.3290707,31749.05419,733.3290707,733.3290707,733.3244423,733.3290707
8694,65413616,11,Current,Bajo,Positivo,60,B,B4,1,8,Not Verified,Not Verified,Negativo,CA,west,13500,10.99068478,293.46,,10.99068478,60,293.46,2156.494481,14287.07439,310.5692481,,310.5692481,2282.222005,14287.07439,310.5692481,,310.5692481,2282.222005
8695,65413693,11,Current,Bajo,Positivo,36,D,D5,3,19,Source Verified,Source Verified,Positivo,VT,east,8300,17.86,299.49,590.74,17.86,36,299.4822885,590.74,8783.904994,316.950808,625.1812091,316.942647,625.1812091,8783.904994,316.950808,625.1812091,316.942647,625.1812091
8696,65423884,12,Current,Bajo,Positivo,36,A,A3,0,2,Source Verified,Source Verified,Positivo,PA,east,25800,,,775.59,28.99,36,1081.027122,775.59,28209.67083,,848.0286279,1181.992995,848.0286279,28209.67083,,848.0286279,1181.992995,848.0286279
8697,65424234,11,Current,Bajo,Positivo,36,B,B1,1,5,No especificado,Not Verified,Negativo,MO,midwest,30000,8.180426934,942.59,928.96,8.180426934,36,942.59,928.96,31749.05419,997.5446997,983.1200461,997.5446997,983.1200461,31749.05419,997.5446997,983.1200461,997.5446997,983.1200461
